Table,NAME,FMTName,Type,Value,Label,Flat,Metro
AHS2015,FAMLINE10,FAMLINE,C,9,8th subfamily,YES,YES
AHS2015,FAMLINE11,FAMLINE,C,0,Not a family,YES,YES
AHS2015,FAMLINE11,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2015,FAMLINE11,FAMLINE,C,2,1st subfamily,YES,YES
AHS2015,FAMLINE11,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2015,FAMLINE11,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2015,FAMLINE11,FAMLINE,C,5,4th subfamily,YES,YES
AHS2015,FAMLINE11,FAMLINE,C,6,5th subfamily,YES,YES
AHS2015,FAMLINE11,FAMLINE,C,7,6th subfamily,YES,YES
AHS2015,FAMLINE11,FAMLINE,C,8,7th subfamily,YES,YES
AHS2015,FAMLINE11,FAMLINE,C,9,8th subfamily,YES,YES
AHS2015,FAMLINE12,FAMLINE,C,0,Not a family,YES,YES
AHS2015,FAMLINE12,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2015,FAMLINE12,FAMLINE,C,2,1st subfamily,YES,YES
AHS2015,FAMLINE12,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2015,FAMLINE12,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2015,FAMLINE12,FAMLINE,C,5,4th subfamily,YES,YES
AHS2015,FAMLINE12,FAMLINE,C,6,5th subfamily,YES,YES
AHS2015,FAMLINE12,FAMLINE,C,7,6th subfamily,YES,YES
AHS2015,FAMLINE12,FAMLINE,C,8,7th subfamily,YES,YES
AHS2015,FAMLINE12,FAMLINE,C,9,8th subfamily,YES,YES
AHS2015,FAMLINE13,FAMLINE,C,0,Not a family,YES,YES
AHS2015,FAMLINE13,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2015,FAMLINE13,FAMLINE,C,2,1st subfamily,YES,YES
AHS2015,FAMLINE13,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2015,FAMLINE13,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2015,FAMLINE13,FAMLINE,C,5,4th subfamily,YES,YES
AHS2015,FAMLINE13,FAMLINE,C,6,5th subfamily,YES,YES
AHS2015,FAMLINE13,FAMLINE,C,7,6th subfamily,YES,YES
AHS2015,FAMLINE13,FAMLINE,C,8,7th subfamily,YES,YES
AHS2015,FAMLINE13,FAMLINE,C,9,8th subfamily,YES,YES
AHS2015,FAMLINE14,FAMLINE,C,0,Not a family,YES,YES
AHS2015,FAMLINE14,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2015,FAMLINE14,FAMLINE,C,2,1st subfamily,YES,YES
AHS2015,FAMLINE14,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2015,FAMLINE14,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2015,FAMLINE14,FAMLINE,C,5,4th subfamily,YES,YES
AHS2015,FAMLINE14,FAMLINE,C,6,5th subfamily,YES,YES
AHS2015,FAMLINE14,FAMLINE,C,7,6th subfamily,YES,YES
AHS2015,FAMLINE14,FAMLINE,C,8,7th subfamily,YES,YES
AHS2015,FAMLINE14,FAMLINE,C,9,8th subfamily,YES,YES
AHS2015,FAMLINE15,FAMLINE,C,0,Not a family,YES,YES
AHS2015,FAMLINE15,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2015,FAMLINE15,FAMLINE,C,2,1st subfamily,YES,YES
AHS2015,FAMLINE15,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2015,FAMLINE15,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2015,FAMLINE15,FAMLINE,C,5,4th subfamily,YES,YES
AHS2015,FAMLINE15,FAMLINE,C,6,5th subfamily,YES,YES
AHS2015,FAMLINE15,FAMLINE,C,7,6th subfamily,YES,YES
AHS2015,FAMLINE15,FAMLINE,C,8,7th subfamily,YES,YES
AHS2015,FAMLINE15,FAMLINE,C,9,8th subfamily,YES,YES
AHS2015,FAMLINE16,FAMLINE,C,0,Not a family,YES,YES
AHS2015,FAMLINE16,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2015,FAMLINE16,FAMLINE,C,2,1st subfamily,YES,YES
AHS2015,FAMLINE16,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2015,FAMLINE16,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2015,FAMLINE16,FAMLINE,C,5,4th subfamily,YES,YES
AHS2015,FAMLINE16,FAMLINE,C,6,5th subfamily,YES,YES
AHS2015,FAMLINE16,FAMLINE,C,7,6th subfamily,YES,YES
AHS2015,FAMLINE16,FAMLINE,C,8,7th subfamily,YES,YES
AHS2015,FAMLINE16,FAMLINE,C,9,8th subfamily,YES,YES
AHS2015,FAMLINE2,FAMLINE,C,0,Not a family,YES,YES
AHS2015,FAMLINE2,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2015,FAMLINE2,FAMLINE,C,2,1st subfamily,YES,YES
AHS2015,FAMLINE2,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2015,FAMLINE2,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2015,FAMLINE2,FAMLINE,C,5,4th subfamily,YES,YES
AHS2015,FAMLINE2,FAMLINE,C,6,5th subfamily,YES,YES
AHS2015,FAMLINE2,FAMLINE,C,7,6th subfamily,YES,YES
AHS2015,FAMLINE2,FAMLINE,C,8,7th subfamily,YES,YES
AHS2015,FAMLINE2,FAMLINE,C,9,8th subfamily,YES,YES
AHS2015,FAMLINE3,FAMLINE,C,0,Not a family,YES,YES
AHS2015,FAMLINE3,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2015,FAMLINE3,FAMLINE,C,2,1st subfamily,YES,YES
AHS2015,FAMLINE3,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2015,FAMLINE3,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2015,FAMLINE3,FAMLINE,C,5,4th subfamily,YES,YES
AHS2015,FAMLINE3,FAMLINE,C,6,5th subfamily,YES,YES
AHS2015,FAMLINE3,FAMLINE,C,7,6th subfamily,YES,YES
AHS2015,FAMLINE3,FAMLINE,C,8,7th subfamily,YES,YES
AHS2015,FAMLINE3,FAMLINE,C,9,8th subfamily,YES,YES
AHS2015,FAMLINE4,FAMLINE,C,0,Not a family,YES,YES
AHS2015,FAMLINE4,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2015,FAMLINE4,FAMLINE,C,2,1st subfamily,YES,YES
AHS2015,FAMLINE4,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2015,FAMLINE4,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2015,FAMLINE4,FAMLINE,C,5,4th subfamily,YES,YES
AHS2015,FAMLINE4,FAMLINE,C,6,5th subfamily,YES,YES
AHS2015,FAMLINE4,FAMLINE,C,7,6th subfamily,YES,YES
AHS2015,FAMLINE4,FAMLINE,C,8,7th subfamily,YES,YES
AHS2015,FAMLINE4,FAMLINE,C,9,8th subfamily,YES,YES
AHS2015,FAMLINE5,FAMLINE,C,0,Not a family,YES,YES
AHS2015,FAMLINE5,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2015,FAMLINE5,FAMLINE,C,2,1st subfamily,YES,YES
AHS2015,FAMLINE5,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2015,FAMLINE5,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2015,FAMLINE5,FAMLINE,C,5,4th subfamily,YES,YES
AHS2015,FAMLINE5,FAMLINE,C,6,5th subfamily,YES,YES
AHS2015,FAMLINE5,FAMLINE,C,7,6th subfamily,YES,YES
AHS2015,FAMLINE5,FAMLINE,C,8,7th subfamily,YES,YES
AHS2015,FAMLINE5,FAMLINE,C,9,8th subfamily,YES,YES
AHS2015,FAMLINE6,FAMLINE,C,0,Not a family,YES,YES
AHS2015,FAMLINE6,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2015,FAMLINE6,FAMLINE,C,2,1st subfamily,YES,YES
AHS2015,FAMLINE6,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2015,FAMLINE6,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2015,FAMLINE6,FAMLINE,C,5,4th subfamily,YES,YES
AHS2015,FAMLINE6,FAMLINE,C,6,5th subfamily,YES,YES
AHS2015,FAMLINE6,FAMLINE,C,7,6th subfamily,YES,YES
AHS2015,FAMLINE6,FAMLINE,C,8,7th subfamily,YES,YES
AHS2015,FAMLINE6,FAMLINE,C,9,8th subfamily,YES,YES
AHS2015,FAMLINE7,FAMLINE,C,0,Not a family,YES,YES
AHS2015,FAMLINE7,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2015,FAMLINE7,FAMLINE,C,2,1st subfamily,YES,YES
AHS2015,FAMLINE7,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2015,FAMLINE7,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2015,FAMLINE7,FAMLINE,C,5,4th subfamily,YES,YES
AHS2015,FAMLINE7,FAMLINE,C,6,5th subfamily,YES,YES
AHS2015,FAMLINE7,FAMLINE,C,7,6th subfamily,YES,YES
AHS2015,FAMLINE7,FAMLINE,C,8,7th subfamily,YES,YES
AHS2015,FAMLINE7,FAMLINE,C,9,8th subfamily,YES,YES
AHS2015,FAMLINE8,FAMLINE,C,0,Not a family,YES,YES
AHS2015,FAMLINE8,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2015,FAMLINE8,FAMLINE,C,2,1st subfamily,YES,YES
AHS2015,FAMLINE8,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2015,FAMLINE8,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2015,FAMLINE8,FAMLINE,C,5,4th subfamily,YES,YES
AHS2015,FAMLINE8,FAMLINE,C,6,5th subfamily,YES,YES
AHS2015,FAMLINE8,FAMLINE,C,7,6th subfamily,YES,YES
AHS2015,FAMLINE8,FAMLINE,C,8,7th subfamily,YES,YES
AHS2015,FAMLINE8,FAMLINE,C,9,8th subfamily,YES,YES
AHS2015,FAMLINE9,FAMLINE,C,0,Not a family,YES,YES
AHS2015,FAMLINE9,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2015,FAMLINE9,FAMLINE,C,2,1st subfamily,YES,YES
AHS2015,FAMLINE9,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2015,FAMLINE9,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2015,FAMLINE9,FAMLINE,C,5,4th subfamily,YES,YES
AHS2015,FAMLINE9,FAMLINE,C,6,5th subfamily,YES,YES
AHS2015,FAMLINE9,FAMLINE,C,7,6th subfamily,YES,YES
AHS2015,FAMLINE9,FAMLINE,C,8,7th subfamily,YES,YES
AHS2015,FAMLINE9,FAMLINE,C,9,8th subfamily,YES,YES
AHS2015,FAMREL1,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL1,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL1,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL1,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL1,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL10,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL10,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL10,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL10,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL10,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL11,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL11,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL11,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL11,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL11,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL12,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL12,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL12,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL12,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL12,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL13,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL13,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL13,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL13,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL13,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL14,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL14,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL14,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL14,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL14,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL15,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL15,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL15,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL15,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL15,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL16,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL16,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL16,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL16,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL16,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL2,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL2,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL2,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL2,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL2,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL3,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL3,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL3,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL3,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL3,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL4,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL4,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL4,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL4,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL4,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL5,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL5,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL5,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL5,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL5,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL6,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL6,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL6,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL6,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL6,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL7,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL7,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL7,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL7,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL7,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL8,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL8,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL8,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL8,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL8,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL9,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL9,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL9,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL9,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL9,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMTYP1,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP1,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP1,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP1,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP1,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP10,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP10,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP10,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP10,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP10,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP11,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP11,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP11,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP11,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP11,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP12,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP12,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP12,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP12,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP12,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP13,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP13,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP13,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP13,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP13,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP14,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP14,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP14,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP14,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP14,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP15,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP15,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP15,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP15,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP15,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP16,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP16,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP16,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP16,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP16,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP2,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP2,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP2,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP2,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP2,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP3,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP3,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP3,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP3,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP3,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP4,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP4,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP4,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP4,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP4,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP5,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP5,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP5,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP5,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP5,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP6,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP6,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP6,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP6,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP6,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP7,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP7,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP7,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP7,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP7,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP8,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP8,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP8,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP8,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP8,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP9,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP9,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP9,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP9,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP9,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FINCP,FINCP,N,99999999,"$99,999,999 or more",YES,YES
AHS2015,FINCP,FINCP,N,.N,Not applicable,YES,YES
AHS2015,FINROOMS,FINROOMS,N,25,25 or more,YES,YES
AHS2015,FIREPLACE,FIREPLACE,C,1,"Has usable fireplace, considers it heating equipment",YES,YES
AHS2015,FIREPLACE,FIREPLACE,C,2,"Has usable fireplace, not considered heating equipment",YES,YES
AHS2015,FIREPLACE,FIREPLACE,C,3,"Usable fireplace, don't know if it is considered heating equipment",YES,YES
AHS2015,FIREPLACE,FIREPLACE,C,4,No usable fireplace,YES,YES
AHS2015,FIRPARENT1,FIRPARENT,N,.M,Not reported,YES,YES
AHS2015,FIRPARENT1,FIRPARENT,N,.N,Not applicable,YES,YES
AHS2015,FIRPARENT10,FIRPARENT,N,.M,Not reported,YES,YES
AHS2015,FIRPARENT10,FIRPARENT,N,.N,Not applicable,YES,YES
AHS2015,FIRPARENT11,FIRPARENT,N,.M,Not reported,YES,YES
AHS2015,FIRPARENT11,FIRPARENT,N,.N,Not applicable,YES,YES
AHS2015,FIRPARENT12,FIRPARENT,N,.M,Not reported,YES,YES
AHS2015,FIRPARENT12,FIRPARENT,N,.N,Not applicable,YES,YES
AHS2015,FIRPARENT13,FIRPARENT,N,.M,Not reported,YES,YES
AHS2015,FIRPARENT13,FIRPARENT,N,.N,Not applicable,YES,YES
AHS2015,FIRPARENT14,FIRPARENT,N,.M,Not reported,YES,YES
AHS2015,FIRPARENT14,FIRPARENT,N,.N,Not applicable,YES,YES
AHS2015,FIRPARENT15,FIRPARENT,N,.M,Not reported,YES,YES
AHS2015,FIRPARENT15,FIRPARENT,N,.N,Not applicable,YES,YES
AHS2015,FIRPARENT16,FIRPARENT,N,.M,Not reported,YES,YES
AHS2015,FIRPARENT16,FIRPARENT,N,.N,Not applicable,YES,YES
AHS2015,FIRPARENT2,FIRPARENT,N,.M,Not reported,YES,YES
AHS2015,FIRPARENT2,FIRPARENT,N,.N,Not applicable,YES,YES
AHS2015,FIRPARENT3,FIRPARENT,N,.M,Not reported,YES,YES
AHS2015,FIRPARENT3,FIRPARENT,N,.N,Not applicable,YES,YES
AHS2015,FIRPARENT4,FIRPARENT,N,.M,Not reported,YES,YES
AHS2015,FIRPARENT4,FIRPARENT,N,.N,Not applicable,YES,YES
AHS2015,FIRPARENT5,FIRPARENT,N,.M,Not reported,YES,YES
AHS2015,FIRPARENT5,FIRPARENT,N,.N,Not applicable,YES,YES
AHS2015,FIRPARENT6,FIRPARENT,N,.M,Not reported,YES,YES
AHS2015,FIRPARENT6,FIRPARENT,N,.N,Not applicable,YES,YES
AHS2015,FIRPARENT7,FIRPARENT,N,.M,Not reported,YES,YES
AHS2015,FIRPARENT7,FIRPARENT,N,.N,Not applicable,YES,YES
AHS2015,FIRPARENT8,FIRPARENT,N,.M,Not reported,YES,YES
AHS2015,FIRPARENT8,FIRPARENT,N,.N,Not applicable,YES,YES
AHS2015,FIRPARENT9,FIRPARENT,N,.M,Not reported,YES,YES
AHS2015,FIRPARENT9,FIRPARENT,N,.N,Not applicable,YES,YES
AHS2015,FIRSTHOME,FIRSTHOME,C,1,Yes,YES,YES
AHS2015,FIRSTHOME,FIRSTHOME,C,2,No,YES,YES
AHS2015,FIRSTHOME,FIRSTHOME,C,M,Not reported,YES,YES
AHS2015,FIRSTHOME,FIRSTHOME,C,N,Not applicable,YES,YES
AHS2015,FLOORHOLE,FLOORHOLE,C,1,Yes,YES,YES
AHS2015,FLOORHOLE,FLOORHOLE,C,2,No,YES,YES
AHS2015,FNDCRUMB,FNDCRUMB,C,1,Yes,YES,YES
AHS2015,FNDCRUMB,FNDCRUMB,C,2,No,YES,YES
AHS2015,FNDCRUMB,FNDCRUMB,C,M,Not reported,YES,YES
AHS2015,FNDCRUMB,FNDCRUMB,C,N,Not applicable,YES,YES
AHS2015,FOUNDTYPE,FOUNDTYPE,C,1,Basement under all of the house,YES,YES
AHS2015,FOUNDTYPE,FOUNDTYPE,C,2,Basement under part of the house,YES,YES
AHS2015,FOUNDTYPE,FOUNDTYPE,C,3,Crawl space,YES,YES
AHS2015,FOUNDTYPE,FOUNDTYPE,C,4,Concrete slab,YES,YES
AHS2015,FOUNDTYPE,FOUNDTYPE,C,5,Mobile home set up on a masonry foundation,YES,YES
AHS2015,FOUNDTYPE,FOUNDTYPE,C,6,Mobile home resting on a concrete pad,YES,YES
AHS2015,FOUNDTYPE,FOUNDTYPE,C,7,"Mobile home up on blocks, but not on a concrete pad",YES,YES
AHS2015,FOUNDTYPE,FOUNDTYPE,C,8,Foundation set up in some other way,YES,YES
AHS2015,FOUNDTYPE,FOUNDTYPE,C,9,Mobile home foundation not reported,YES,YES
AHS2015,FOUNDTYPE,FOUNDTYPE,C,N,Not applicable,YES,YES
AHS2015,FRIDGE,FRIDGE,C,1,Yes,YES,YES
AHS2015,FRIDGE,FRIDGE,C,2,No,YES,YES
AHS2015,FS,FS,C,1,Yes,YES,YES
