Table,NAME,FMTName,Type,Value,Label,Flat,
AHS2013N,CEFGPBLOCK,CEFGPBLOCK,C,2,No,YES,
AHS2013N,CEFGPBLOCK,CEFGPBLOCK,C,B,Not applicable,YES,
AHS2013N,CEFGPBLOCK,CEFGPBLOCK,C,D,Don't know,YES,
AHS2013N,CEFGPBLOCK,CEFGPBLOCK,C,R,Refused,YES,
AHS2013N,CEFGPCHURCH,CEFGPCHURCH,C,1,Yes,YES,
AHS2013N,CEFGPCHURCH,CEFGPCHURCH,C,2,No,YES,
AHS2013N,CEFGPCHURCH,CEFGPCHURCH,C,B,Not applicable,YES,
AHS2013N,CEFGPCHURCH,CEFGPCHURCH,C,D,Don't know,YES,
AHS2013N,CEFGPCHURCH,CEFGPCHURCH,C,R,Refused,YES,
AHS2013N,CEFGPCIVIC,CEFGPCIVIC,C,1,Yes,YES,
AHS2013N,CEFGPCIVIC,CEFGPCIVIC,C,2,No,YES,
AHS2013N,CEFGPCIVIC,CEFGPCIVIC,C,B,Not applicable,YES,
AHS2013N,CEFGPCIVIC,CEFGPCIVIC,C,D,Don't know,YES,
AHS2013N,CEFGPCIVIC,CEFGPCIVIC,C,R,Refused,YES,
AHS2013N,CEFHELPNBOR,CEFHELPNBOR,C,1,Strongly agree,YES,
AHS2013N,CEFHELPNBOR,CEFHELPNBOR,C,2,Somewhat agree,YES,
AHS2013N,CEFHELPNBOR,CEFHELPNBOR,C,3,Somewhat disagree,YES,
AHS2013N,CEFHELPNBOR,CEFHELPNBOR,C,4,Strongly disagree,YES,
AHS2013N,CEFHELPNBOR,CEFHELPNBOR,C,B,Not applicable,YES,
AHS2013N,CEFHELPNBOR,CEFHELPNBOR,C,D,Don't know,YES,
AHS2013N,CEFHELPNBOR,CEFHELPNBOR,C,R,Refused,YES,
AHS2013N,CEFSHARVALS,CEFSHARVALS,C,1,Strongly agree,YES,
AHS2013N,CEFSHARVALS,CEFSHARVALS,C,2,Somewhat agree,YES,
AHS2013N,CEFSHARVALS,CEFSHARVALS,C,3,Somewhat disagree,YES,
AHS2013N,CEFSHARVALS,CEFSHARVALS,C,4,Strongly disagree,YES,
AHS2013N,CEFSHARVALS,CEFSHARVALS,C,B,Not applicable,YES,
AHS2013N,CEFSHARVALS,CEFSHARVALS,C,D,Don't know,YES,
AHS2013N,CEFSHARVALS,CEFSHARVALS,C,R,Refused,YES,
AHS2013N,CEFSKIPSCHL,CEFSKIPSCHL,C,1,Very likely,YES,
AHS2013N,CEFSKIPSCHL,CEFSKIPSCHL,C,2,Likely,YES,
AHS2013N,CEFSKIPSCHL,CEFSKIPSCHL,C,3,Unlikely,YES,
AHS2013N,CEFSKIPSCHL,CEFSKIPSCHL,C,4,Very unlikely,YES,
AHS2013N,CEFSKIPSCHL,CEFSKIPSCHL,C,B,Not applicable,YES,
AHS2013N,CEFSKIPSCHL,CEFSKIPSCHL,C,D,Don't know,YES,
AHS2013N,CEFSKIPSCHL,CEFSKIPSCHL,C,R,Refused,YES,
AHS2013N,CEFSPKMEETG,CEFSPKMEETG,C,1,Yes,YES,
AHS2013N,CEFSPKMEETG,CEFSPKMEETG,C,2,No,YES,
AHS2013N,CEFSPKMEETG,CEFSPKMEETG,C,B,Not applicable,YES,
AHS2013N,CEFSPKMEETG,CEFSPKMEETG,C,D,Don't know,YES,
AHS2013N,CEFSPKMEETG,CEFSPKMEETG,C,R,Refused,YES,
AHS2013N,CEFSPKNBORS,CEFSPKNBORS,C,1,Yes,YES,
AHS2013N,CEFSPKNBORS,CEFSPKNBORS,C,2,No,YES,
AHS2013N,CEFSPKNBORS,CEFSPKNBORS,C,B,Not applicable,YES,
AHS2013N,CEFSPKNBORS,CEFSPKNBORS,C,D,Don't know,YES,
AHS2013N,CEFSPKNBORS,CEFSPKNBORS,C,R,Refused,YES,
AHS2013N,CEFSPKOFFCL,CEFSPKOFFCL,C,1,Yes,YES,
AHS2013N,CEFSPKOFFCL,CEFSPKOFFCL,C,2,No,YES,
AHS2013N,CEFSPKOFFCL,CEFSPKOFFCL,C,B,Not applicable,YES,
AHS2013N,CEFSPKOFFCL,CEFSPKOFFCL,C,D,Don't know,YES,
AHS2013N,CEFSPKOFFCL,CEFSPKOFFCL,C,R,Refused,YES,
AHS2013N,CEFSPKPRBLM,CEFSPKPRBLM,C,1,Yes,YES,
AHS2013N,CEFSPKPRBLM,CEFSPKPRBLM,C,2,No,YES,
AHS2013N,CEFSPKPRBLM,CEFSPKPRBLM,C,B,Not applicable,YES,
AHS2013N,CEFSPKPRBLM,CEFSPKPRBLM,C,D,Don't know,YES,
AHS2013N,CEFSPKPRBLM,CEFSPKPRBLM,C,R,Refused,YES,
AHS2013N,CEFSPKRELG,CEFSPKRELG,C,1,Yes,YES,
AHS2013N,CEFSPKRELG,CEFSPKRELG,C,2,No,YES,
AHS2013N,CEFSPKRELG,CEFSPKRELG,C,B,Not applicable,YES,
AHS2013N,CEFSPKRELG,CEFSPKRELG,C,D,Don't know,YES,
AHS2013N,CEFSPKRELG,CEFSPKRELG,C,R,Refused,YES,
AHS2013N,CEFSPRYPNT,CEFSPRYPNT,C,1,Very likely,YES,
AHS2013N,CEFSPRYPNT,CEFSPRYPNT,C,2,Likely,YES,
AHS2013N,CEFSPRYPNT,CEFSPRYPNT,C,3,Unlikely,YES,
AHS2013N,CEFSPRYPNT,CEFSPRYPNT,C,4,Very unlikely,YES,
AHS2013N,CEFSPRYPNT,CEFSPRYPNT,C,B,Not applicable,YES,
AHS2013N,CEFSPRYPNT,CEFSPRYPNT,C,D,Don't know,YES,
AHS2013N,CEFSPRYPNT,CEFSPRYPNT,C,R,Refused,YES,
AHS2013N,CEFTRUSTED,CEFTRUSTED,C,1,Strongly agree,YES,
AHS2013N,CEFTRUSTED,CEFTRUSTED,C,2,Somewhat agree,YES,
AHS2013N,CEFTRUSTED,CEFTRUSTED,C,3,Somewhat disagree,YES,
AHS2013N,CEFTRUSTED,CEFTRUSTED,C,4,Strongly disagree,YES,
AHS2013N,CEFTRUSTED,CEFTRUSTED,C,B,Not applicable,YES,
AHS2013N,CEFTRUSTED,CEFTRUSTED,C,D,Don't know,YES,
AHS2013N,CEFTRUSTED,CEFTRUSTED,C,R,Refused,YES,
AHS2013N,CELLAR,CELLAR,C,1,With basement under all of the house,YES,
AHS2013N,CELLAR,CELLAR,C,2,With basement under part of the house,YES,
AHS2013N,CELLAR,CELLAR,C,3,With crawl space,YES,
AHS2013N,CELLAR,CELLAR,C,4,On a concrete slab,YES,
AHS2013N,CELLAR,CELLAR,C,5,In some other way,YES,
AHS2013N,CELLAR,CELLAR,C,B,Not applicable,YES,
AHS2013N,CFUEL,CFUEL,C,1,Electricity,YES,
AHS2013N,CFUEL,CFUEL,C,2,Gas,YES,
AHS2013N,CFUEL,CFUEL,C,3,Kerosene or other liquid fuel,YES,
AHS2013N,CFUEL,CFUEL,C,4,Coal or coke,YES,
AHS2013N,CFUEL,CFUEL,C,5,Wood,YES,
AHS2013N,CFUEL,CFUEL,C,6,Other fuel,YES,
AHS2013N,CFUEL,CFUEL,C,7,No fuel used,YES,
AHS2013N,CFUEL,CFUEL,C,B,Not applicable,YES,
AHS2013N,CITSHP1,CITSHP,C,1,"Native, born in U.S.",YES,
AHS2013N,CITSHP1,CITSHP,C,2,"Native, born in Puerto Rico or U.S. outlying area",YES,
AHS2013N,CITSHP1,CITSHP,C,3,Native born abroad of U.S. parent(s),YES,
AHS2013N,CITSHP1,CITSHP,C,4,"Foreign born, U.S. citizen by naturalization",YES,
AHS2013N,CITSHP1,CITSHP,C,5,"Foreign born, not a U.S. citizen",YES,
AHS2013N,CITSHP10,CITSHP,C,1,"Native, born in U.S.",YES,
AHS2013N,CITSHP10,CITSHP,C,2,"Native, born in Puerto Rico or U.S. outlying area",YES,
AHS2013N,CITSHP10,CITSHP,C,3,Native born abroad of U.S. parent(s),YES,
AHS2013N,CITSHP10,CITSHP,C,4,"Foreign born, U.S. citizen by naturalization",YES,
AHS2013N,CITSHP10,CITSHP,C,5,"Foreign born, not a U.S. citizen",YES,
AHS2013N,CITSHP11,CITSHP,C,1,"Native, born in U.S.",YES,
AHS2013N,CITSHP11,CITSHP,C,2,"Native, born in Puerto Rico or U.S. outlying area",YES,
AHS2013N,CITSHP11,CITSHP,C,3,Native born abroad of U.S. parent(s),YES,
AHS2013N,CITSHP11,CITSHP,C,4,"Foreign born, U.S. citizen by naturalization",YES,
AHS2013N,CITSHP11,CITSHP,C,5,"Foreign born, not a U.S. citizen",YES,
AHS2013N,CITSHP12,CITSHP,C,1,"Native, born in U.S.",YES,
AHS2013N,CITSHP12,CITSHP,C,2,"Native, born in Puerto Rico or U.S. outlying area",YES,
AHS2013N,CITSHP12,CITSHP,C,3,Native born abroad of U.S. parent(s),YES,
AHS2013N,CITSHP12,CITSHP,C,4,"Foreign born, U.S. citizen by naturalization",YES,
AHS2013N,CITSHP12,CITSHP,C,5,"Foreign born, not a U.S. citizen",YES,
AHS2013N,CITSHP13,CITSHP,C,1,"Native, born in U.S.",YES,
AHS2013N,CITSHP13,CITSHP,C,2,"Native, born in Puerto Rico or U.S. outlying area",YES,
AHS2013N,CITSHP13,CITSHP,C,3,Native born abroad of U.S. parent(s),YES,
AHS2013N,CITSHP13,CITSHP,C,4,"Foreign born, U.S. citizen by naturalization",YES,
AHS2013N,CITSHP13,CITSHP,C,5,"Foreign born, not a U.S. citizen",YES,
AHS2013N,CITSHP14,CITSHP,C,1,"Native, born in U.S.",YES,
AHS2013N,CITSHP14,CITSHP,C,2,"Native, born in Puerto Rico or U.S. outlying area",YES,
AHS2013N,CITSHP14,CITSHP,C,3,Native born abroad of U.S. parent(s),YES,
AHS2013N,CITSHP14,CITSHP,C,4,"Foreign born, U.S. citizen by naturalization",YES,
AHS2013N,CITSHP14,CITSHP,C,5,"Foreign born, not a U.S. citizen",YES,
AHS2013N,CITSHP15,CITSHP,C,1,"Native, born in U.S.",YES,
AHS2013N,CITSHP15,CITSHP,C,2,"Native, born in Puerto Rico or U.S. outlying area",YES,
AHS2013N,CITSHP15,CITSHP,C,3,Native born abroad of U.S. parent(s),YES,
AHS2013N,CITSHP15,CITSHP,C,4,"Foreign born, U.S. citizen by naturalization",YES,
AHS2013N,CITSHP15,CITSHP,C,5,"Foreign born, not a U.S. citizen",YES,
AHS2013N,CITSHP16,CITSHP,C,1,"Native, born in U.S.",YES,
AHS2013N,CITSHP16,CITSHP,C,2,"Native, born in Puerto Rico or U.S. outlying area",YES,
AHS2013N,CITSHP16,CITSHP,C,3,Native born abroad of U.S. parent(s),YES,
AHS2013N,CITSHP16,CITSHP,C,4,"Foreign born, U.S. citizen by naturalization",YES,
AHS2013N,CITSHP16,CITSHP,C,5,"Foreign born, not a U.S. citizen",YES,
AHS2013N,CITSHP17,CITSHP,C,1,"Native, born in U.S.",YES,
AHS2013N,CITSHP17,CITSHP,C,2,"Native, born in Puerto Rico or U.S. outlying area",YES,
AHS2013N,CITSHP17,CITSHP,C,3,Native born abroad of U.S. parent(s),YES,
AHS2013N,CITSHP17,CITSHP,C,4,"Foreign born, U.S. citizen by naturalization",YES,
AHS2013N,CITSHP17,CITSHP,C,5,"Foreign born, not a U.S. citizen",YES,
AHS2013N,CITSHP18,CITSHP,C,1,"Native, born in U.S.",YES,
AHS2013N,CITSHP18,CITSHP,C,2,"Native, born in Puerto Rico or U.S. outlying area",YES,
AHS2013N,CITSHP18,CITSHP,C,3,Native born abroad of U.S. parent(s),YES,
AHS2013N,CITSHP18,CITSHP,C,4,"Foreign born, U.S. citizen by naturalization",YES,
AHS2013N,CITSHP18,CITSHP,C,5,"Foreign born, not a U.S. citizen",YES,
AHS2013N,CITSHP19,CITSHP,C,1,"Native, born in U.S.",YES,
AHS2013N,CITSHP19,CITSHP,C,2,"Native, born in Puerto Rico or U.S. outlying area",YES,
AHS2013N,CITSHP19,CITSHP,C,3,Native born abroad of U.S. parent(s),YES,
AHS2013N,CITSHP19,CITSHP,C,4,"Foreign born, U.S. citizen by naturalization",YES,
AHS2013N,CITSHP19,CITSHP,C,5,"Foreign born, not a U.S. citizen",YES,
AHS2013N,CITSHP2,CITSHP,C,1,"Native, born in U.S.",YES,
AHS2013N,CITSHP2,CITSHP,C,2,"Native, born in Puerto Rico or U.S. outlying area",YES,
AHS2013N,CITSHP2,CITSHP,C,3,Native born abroad of U.S. parent(s),YES,
AHS2013N,CITSHP2,CITSHP,C,4,"Foreign born, U.S. citizen by naturalization",YES,
AHS2013N,CITSHP2,CITSHP,C,5,"Foreign born, not a U.S. citizen",YES,
AHS2013N,CITSHP20,CITSHP,C,1,"Native, born in U.S.",YES,
AHS2013N,CITSHP20,CITSHP,C,2,"Native, born in Puerto Rico or U.S. outlying area",YES,
AHS2013N,CITSHP20,CITSHP,C,3,Native born abroad of U.S. parent(s),YES,
AHS2013N,CITSHP20,CITSHP,C,4,"Foreign born, U.S. citizen by naturalization",YES,
AHS2013N,CITSHP20,CITSHP,C,5,"Foreign born, not a U.S. citizen",YES,
AHS2013N,CITSHP3,CITSHP,C,1,"Native, born in U.S.",YES,
AHS2013N,CITSHP3,CITSHP,C,2,"Native, born in Puerto Rico or U.S. outlying area",YES,
AHS2013N,CITSHP3,CITSHP,C,3,Native born abroad of U.S. parent(s),YES,
AHS2013N,CITSHP3,CITSHP,C,4,"Foreign born, U.S. citizen by naturalization",YES,
AHS2013N,CITSHP3,CITSHP,C,5,"Foreign born, not a U.S. citizen",YES,
AHS2013N,CITSHP4,CITSHP,C,1,"Native, born in U.S.",YES,
AHS2013N,CITSHP4,CITSHP,C,2,"Native, born in Puerto Rico or U.S. outlying area",YES,
AHS2013N,CITSHP4,CITSHP,C,3,Native born abroad of U.S. parent(s),YES,
AHS2013N,CITSHP4,CITSHP,C,4,"Foreign born, U.S. citizen by naturalization",YES,
AHS2013N,CITSHP4,CITSHP,C,5,"Foreign born, not a U.S. citizen",YES,
AHS2013N,CITSHP5,CITSHP,C,1,"Native, born in U.S.",YES,
AHS2013N,CITSHP5,CITSHP,C,2,"Native, born in Puerto Rico or U.S. outlying area",YES,
AHS2013N,CITSHP5,CITSHP,C,3,Native born abroad of U.S. parent(s),YES,
AHS2013N,CITSHP5,CITSHP,C,4,"Foreign born, U.S. citizen by naturalization",YES,
AHS2013N,CITSHP5,CITSHP,C,5,"Foreign born, not a U.S. citizen",YES,
AHS2013N,CITSHP6,CITSHP,C,1,"Native, born in U.S.",YES,
AHS2013N,CITSHP6,CITSHP,C,2,"Native, born in Puerto Rico or U.S. outlying area",YES,
AHS2013N,CITSHP6,CITSHP,C,3,Native born abroad of U.S. parent(s),YES,
AHS2013N,CITSHP6,CITSHP,C,4,"Foreign born, U.S. citizen by naturalization",YES,
AHS2013N,CITSHP6,CITSHP,C,5,"Foreign born, not a U.S. citizen",YES,
AHS2013N,CITSHP7,CITSHP,C,1,"Native, born in U.S.",YES,
AHS2013N,CITSHP7,CITSHP,C,2,"Native, born in Puerto Rico or U.S. outlying area",YES,
AHS2013N,CITSHP7,CITSHP,C,3,Native born abroad of U.S. parent(s),YES,
AHS2013N,CITSHP7,CITSHP,C,4,"Foreign born, U.S. citizen by naturalization",YES,
AHS2013N,CITSHP7,CITSHP,C,5,"Foreign born, not a U.S. citizen",YES,
AHS2013N,CITSHP8,CITSHP,C,1,"Native, born in U.S.",YES,
AHS2013N,CITSHP8,CITSHP,C,2,"Native, born in Puerto Rico or U.S. outlying area",YES,
AHS2013N,CITSHP8,CITSHP,C,3,Native born abroad of U.S. parent(s),YES,
AHS2013N,CITSHP8,CITSHP,C,4,"Foreign born, U.S. citizen by naturalization",YES,
AHS2013N,CITSHP8,CITSHP,C,5,"Foreign born, not a U.S. citizen",YES,
AHS2013N,CITSHP9,CITSHP,C,1,"Native, born in U.S.",YES,
AHS2013N,CITSHP9,CITSHP,C,2,"Native, born in Puerto Rico or U.S. outlying area",YES,
AHS2013N,CITSHP9,CITSHP,C,3,Native born abroad of U.S. parent(s),YES,
AHS2013N,CITSHP9,CITSHP,C,4,"Foreign born, U.S. citizen by naturalization",YES,
AHS2013N,CITSHP9,CITSHP,C,5,"Foreign born, not a U.S. citizen",YES,
AHS2013N,CLIMB,CLIMB,N,0,Same floor,YES,
AHS2013N,CLIMB,CLIMB,N,21,21 or more,YES,
AHS2013N,CLIMB,CLIMB,N,.B,Not applicable,YES,
AHS2013N,CLPEVA,CLPEVA,N,.,Not reported,YES,
AHS2013N,CLPEVA,CLPEVA,N,.B,Not applicable,YES,
AHS2013N,CMSA,CMSA,C,7,"Boston - Lawrence - Salem, MA-NH",YES,
AHS2013N,CMSA,CMSA,C,10,"Buffalo - Niagara Falls, NY",YES,
AHS2013N,CMSA,CMSA,C,31,"Dallas - Ft. Worth, TX",YES,
AHS2013N,CMSA,CMSA,C,34,"Denver - Boulder, CO",YES,
AHS2013N,CMSA,CMSA,C,41,"Hartford - New Britain - Middletown, CT",YES,
AHS2013N,CMSA,CMSA,C,47,"Kansas City, MO - Kansas City, KS",YES,
AHS2013N,CMSA,CMSA,C,49,"Los Angeles - Anaheim - Riverside, CA",YES,
AHS2013N,CMSA,CMSA,C,56,"Miami - Ft. Lauderdale, FL",YES,
AHS2013N,CMSA,CMSA,C,70,"New York - Northern New Jersey - Long Island, NY - NJ - CT",YES,
AHS2013N,CMSA,CMSA,C,78,"Pittsburgh - Beaver Valley, PA",YES,
AHS2013N,CMSA,CMSA,C,79,"Portland - Vancouver, OR - WA",YES,
AHS2013N,CMSA,CMSA,C,80,"Providence - Pawtucket - Fall River, RI - MA",YES,
AHS2013N,CMSA,CMSA,C,82,"St. Louis - East St. Louis - Alton, MO - IL",YES,
AHS2013N,CMSA,CMSA,C,91,"Seattle - Tacoma, WA",YES,
AHS2013N,CMSA,CMSA,C,99,CMSA not identified,YES,
AHS2013N,COKST,COKST,C,1,Yes,YES,
AHS2013N,COKST,COKST,C,2,No,YES,
AHS2013N,COKST,COKST,C,B,Not applicable,YES,
AHS2013N,COKST,COKST,C,D,Don't know,YES,
AHS2013N,CONDO,CONDO,C,1,Condo or cooperative,YES,
AHS2013N,CONDO,CONDO,C,3,Not condo or cooperative,YES,
AHS2013N,CONFEE,CONFEE,N,.,Not reported,YES,
AHS2013N,CONFEE,CONFEE,N,9995,"$9,990 to $9,999 or more",YES,
AHS2013N,CONFEE,CONFEE,N,.B,Not applicable,YES,
AHS2013N,COOK,COOK,C,1,Yes,YES,
AHS2013N,COOK,COOK,C,2,No,YES,
AHS2013N,CPRICE,CPRICE,N,.,Not reported,YES,
AHS2013N,CPRICE,CPRICE,N,.B,Not applicable,YES,
AHS2013N,CPRICE,CPRICE,N,.D,Don't know,YES,
AHS2013N,CPRICE,CPRICE,N,.R,Refused,YES,
AHS2013N,CRACKS,CRACKS,C,1,Yes,YES,
AHS2013N,CRACKS,CRACKS,C,2,No,YES,
AHS2013N,CROPSL,CROPSL,C,1,Yes,YES,
AHS2013N,CROPSL,CROPSL,C,2,No,YES,
AHS2013N,CROPSL,CROPSL,C,B,Not applicable,YES,
AHS2013N,CROPSL,CROPSL,C,D,Don't know,YES,
AHS2013N,CROPSL,CROPSL,C,R,Refused,YES,
AHS2013N,CSTMNT,CSTMNT,N,.,Not reported,YES,
AHS2013N,CSTMNT,CSTMNT,N,9998,"$9,998 or more",YES,
AHS2013N,CSTMNT,CSTMNT,N,.D,Don't know,YES,
AHS2013N,CSTMNT,CSTMNT,N,.R,Refused,YES,
AHS2013N,CUSHOM,CUSHOM,C,,Not reported,YES,
AHS2013N,CUSHOM,CUSHOM,C,1,Buy the house already built,YES,
AHS2013N,CUSHOM,CUSHOM,C,2,Sign a sales agreement that included the land as well as the cost of building the unit,YES,
AHS2013N,CUSHOM,CUSHOM,C,3,Have a general contractor build it on your own land (also includes leased land),YES,
AHS2013N,CUSHOM,CUSHOM,C,4,Build it yourself on your own land,YES,
AHS2013N,CUSHOM,CUSHOM,C,5,Receive it as a gift or inheritance,YES,
AHS2013N,CUSHOM,CUSHOM,C,B,Not applicable,YES,
AHS2013N,CUSHOM,CUSHOM,C,D,Don't know,YES,
AHS2013N,CUSHOM,CUSHOM,C,R,Refused,YES,
AHS2013N,DBEVICLK,DBEVICLK,C,1,Very likely,YES,
AHS2013N,DBEVICLK,DBEVICLK,C,2,Somewhat likely,YES,
AHS2013N,DBEVICLK,DBEVICLK,C,3,Not very likely,YES,
AHS2013N,DBEVICLK,DBEVICLK,C,B,Not applicable,YES,
AHS2013N,DBEVICLK,DBEVICLK,C,D,Don't know,YES,
AHS2013N,DBEVICLK,DBEVICLK,C,R,Refused,YES,
AHS2013N,DBEVICNOTE,DBEVICNOTE,C,1,Yes,YES,
AHS2013N,DBEVICNOTE,DBEVICNOTE,C,2,No,YES,
AHS2013N,DBEVICNOTE,DBEVICNOTE,C,B,Not applicable,YES,
AHS2013N,DBEVICNOTE,DBEVICNOTE,C,D,Don't know,YES,
AHS2013N,DBEVICNOTE,DBEVICNOTE,C,R,Refused,YES,
AHS2013N,DBEVICTHT,DBEVICTHT,C,1,Yes,YES,
AHS2013N,DBEVICTHT,DBEVICTHT,C,2,No,YES,
AHS2013N,DBEVICTHT,DBEVICTHT,C,B,Not applicable,YES,
AHS2013N,DBEVICTHT,DBEVICTHT,C,D,Don't know,YES,
AHS2013N,DBEVICTHT,DBEVICTHT,C,R,Refused,YES,
AHS2013N,DBEVICWHERE,DBEVICWHERE,C,1,New home,YES,
AHS2013N,DBEVICWHERE,DBEVICWHERE,C,2,Friends,YES,
AHS2013N,DBEVICWHERE,DBEVICWHERE,C,3,Family,YES,
AHS2013N,DBEVICWHERE,DBEVICWHERE,C,4,Different places,YES,
AHS2013N,DBEVICWHERE,DBEVICWHERE,C,5,Shelter,YES,
AHS2013N,DBEVICWHERE,DBEVICWHERE,C,B,Not applicable,YES,
AHS2013N,DBEVICWHERE,DBEVICWHERE,C,D,Don't know,YES,
AHS2013N,DBEVICWHERE,DBEVICWHERE,C,R,Refused,YES,
AHS2013N,DBFORCWHR,DBFORCWHR,C,1,New home,YES,
AHS2013N,DBFORCWHR,DBFORCWHR,C,2,Friends,YES,
AHS2013N,DBFORCWHR,DBFORCWHR,C,3,Family,YES,
AHS2013N,DBFORCWHR,DBFORCWHR,C,4,Different places,YES,
AHS2013N,DBFORCWHR,DBFORCWHR,C,5,Shelter,YES,
AHS2013N,DBFORCWHR,DBFORCWHR,C,B,Not applicable,YES,
AHS2013N,DBFORCWHR,DBFORCWHR,C,D,Don't know,YES,
AHS2013N,DBFORCWHR,DBFORCWHR,C,R,Refused,YES,
AHS2013N,DBGRPCNT1,DBGRPCNT,N,.B,Not applicable,YES,
AHS2013N,DBGRPCNT2,DBGRPCNT,N,.B,Not applicable,YES,
AHS2013N,DBGRPCNT3,DBGRPCNT,N,.B,Not applicable,YES,
AHS2013N,DBGRPNUM,DBGRPNUM,N,0,0 out-mover groups,YES,
AHS2013N,DBGRPNUM,DBGRPNUM,N,1,1 out-mover group,YES,
AHS2013N,DBGRPNUM,DBGRPNUM,N,2,2 out-mover groups,YES,
AHS2013N,DBGRPNUM,DBGRPNUM,N,3,3 or more out-mover groups,YES,
AHS2013N,DBGRPNUM,DBGRPNUM,N,.B,Not applicable,YES,
AHS2013N,DBIN1REAS,DBINREAS,C,1,"Financial reasons (e.g., could not afford it anymore)",YES,
AHS2013N,DBIN1REAS,DBINREAS,C,2,"Crowding, conflict, or violence in the household",YES,
AHS2013N,DBIN1REAS,DBINREAS,C,3,"A major change in family (marriage, new relationship, divorce, death, separation)",YES,
AHS2013N,DBIN1REAS,DBINREAS,C,4,Health reasons,YES,
AHS2013N,DBIN1REAS,DBINREAS,C,5,To be closer to work or job,YES,
AHS2013N,DBIN1REAS,DBINREAS,C,6,School or military,YES,
AHS2013N,DBIN1REAS,DBINREAS,C,7,Wanted a better home or neighborhood,YES,
AHS2013N,DBIN1REAS,DBINREAS,C,8,To be with or closer to family or friends,YES,
AHS2013N,DBIN1REAS,DBINREAS,C,9,To establish own household,YES,
AHS2013N,DBIN1REAS,DBINREAS,C,10,Other,YES,
AHS2013N,DBIN1REAS,DBINREAS,C,B,Not applicable,YES,
AHS2013N,DBIN1REAS,DBINREAS,C,D,Don't know,YES,
AHS2013N,DBIN1REAS,DBINREAS,C,R,Refused,YES,
AHS2013N,DBIN1VOL,DBINVOL,C,1,Asked to leave,YES,
AHS2013N,DBIN1VOL,DBINVOL,C,2,Left voluntarily,YES,
AHS2013N,DBIN1VOL,DBINVOL,C,3,Left for some other reason,YES,
AHS2013N,DBIN1VOL,DBINVOL,C,B,Not applicable,YES,
AHS2013N,DBIN1VOL,DBINVOL,C,D,Don't know,YES,
AHS2013N,DBIN1VOL,DBINVOL,C,R,Refused,YES,
AHS2013N,DBIN1WHER,DBINWHER,C,1,His / her / their own place,YES,
AHS2013N,DBIN1WHER,DBINWHER,C,2,The home of relatives or friends,YES,
AHS2013N,DBIN1WHER,DBINWHER,C,3,"Student or military dormitories, barracks, or similar location",YES,
AHS2013N,DBIN1WHER,DBINWHER,C,4,Foster care,YES,
AHS2013N,DBIN1WHER,DBINWHER,C,5,A treatment program such as a hospital or nursing home,YES,
AHS2013N,DBIN1WHER,DBINWHER,C,6,Jail or prison,YES,
AHS2013N,DBIN1WHER,DBINWHER,C,7,A shelter or other homeless program facility,YES,
AHS2013N,DBIN1WHER,DBINWHER,C,8,"A place not meant for people to live (e.g., park, sidewalk, abandoned building, car)",YES,
AHS2013N,DBIN1WHER,DBINWHER,C,9,Other (specify),YES,
AHS2013N,DBIN1WHER,DBINWHER,C,B,Not applicable,YES,
AHS2013N,DBIN1WHER,DBINWHER,C,D,Don't know,YES,
AHS2013N,DBIN1WHER,DBINWHER,C,R,Refused,YES,
AHS2013N,DBIN1WHY,DBINWHY,C,1,Yes,YES,
AHS2013N,DBIN1WHY,DBINWHY,C,2,No,YES,
AHS2013N,DBIN1WHY,DBINWHY,C,B,Not applicable,YES,
AHS2013N,DBIN1WHY,DBINWHY,C,D,Don't know,YES,
AHS2013N,DBIN1WHY,DBINWHY,C,R,Refused,YES,
AHS2013N,DBINFORC,DBINFORC,C,1,Yes,YES,
AHS2013N,DBINFORC,DBINFORC,C,2,No,YES,
AHS2013N,DBINFORC,DBINFORC,C,B,Not applicable,YES,
AHS2013N,DBINFORC,DBINFORC,C,D,Don't know,YES,
AHS2013N,DBINFORC,DBINFORC,C,R,Refused,YES,
AHS2013N,DBINREAS1,DBINREAS,C,1,"Financial reasons (e.g., could not afford it anymore)",YES,
AHS2013N,DBINREAS1,DBINREAS,C,2,"Crowding, conflict, or violence in the household",YES,
AHS2013N,DBINREAS1,DBINREAS,C,3,"A major change in family (marriage, new relationship, divorce, death, separation)",YES,
AHS2013N,DBINREAS1,DBINREAS,C,4,Health reasons,YES,
AHS2013N,DBINREAS1,DBINREAS,C,5,To be closer to work or job,YES,
AHS2013N,DBINREAS1,DBINREAS,C,6,School or military,YES,
AHS2013N,DBINREAS1,DBINREAS,C,7,Wanted a better home or neighborhood,YES,
AHS2013N,DBINREAS1,DBINREAS,C,8,To be with or closer to family or friends,YES,
AHS2013N,DBINREAS1,DBINREAS,C,9,To establish own household,YES,
AHS2013N,DBINREAS1,DBINREAS,C,10,Other,YES,
AHS2013N,DBINREAS1,DBINREAS,C,B,Not applicable,YES,
AHS2013N,DBINREAS1,DBINREAS,C,D,Don't know,YES,
AHS2013N,DBINREAS1,DBINREAS,C,R,Refused,YES,
AHS2013N,DBINREAS2,DBINREAS,C,1,"Financial reasons (e.g., could not afford it anymore)",YES,
AHS2013N,DBINREAS2,DBINREAS,C,2,"Crowding, conflict, or violence in the household",YES,
AHS2013N,DBINREAS2,DBINREAS,C,3,"A major change in family (marriage, new relationship, divorce, death, separation)",YES,
